location,total_sqft,bath,balcony,price,bhk,price_per_sqft
Uttarahalli,1125.0,2,1,47.0,2,4177.78
Akshaya Nagar,1551.0,2,2,60.0,3,3868.47
Vittasandra,1246.0,2,1,67.4,2,5409.31
Whitefield,3200.0,4,3,224.0,4,7000.0
Marathahalli,1060.0,2,1,48.0,2,4528.3
Bharathi Nagar,1384.0,2,2,59.0,2,4263.01
Other,620.0,2,1,23.0,2,3709.68
Bommasandra,1005.0,2,1,39.77,2,3957.21
Sarakki Nagar,1200.0,3,2,128.0,3,10666.67
Other,1400.0,3,2,35.0,3,2500.0
HSR Layout,2400.0,3,3,88.0,3,3666.67
Whitefield,1096.0,2,1,39.0,2,3558.39
Kaggadasapura,1180.0,1,0,50.0,2,4237.29
Uttarahalli,1300.0,2,1,47.0,3,3615.38
Other,1020.0,2,1,62.0,2,6078.43
Margondanahalli,600.0,2,0,35.0,2,5833.33
Other,1165.0,2,2,47.0,2,4034.33
Bellandur,1685.0,3,3,100.0,3,5934.72
Raja Rajeshwari Nagar,1580.0,3,3,53.56,3,3389.87
Balagere,1210.0,2,1,83.0,2,6859.5
Kammasandra,1030.0,1,2,25.75,2,2500.0
Other,1100.0,2,2,43.5,2,3954.55
Hebbal,1255.0,3,2,77.68,3,6189.64
Jakkur,1482.0,3,2,86.0,3,5802.97
Hebbal,1344.0,2,1,108.0,2,8035.71
Kothannur,1275.0,2,2,39.8,3,3121.57
Other,3300.0,5,3,318.0,4,9636.36
Panathur,1210.0,2,2,85.0,2,7024.79
Hebbal,1320.0,3,3,226.0,3,17121.21
Hosa Road,1532.0,3,2,98.13,3,6405.35
JP Nagar,1245.0,2,2,110.0,2,8835.34
Nagarbhavi,1212.0,2,2,50.0,2,4125.41
Sarjapur  Road,1230.0,2,1,65.0,2,5284.55
Ramagondanahalli,2257.0,3,2,159.0,3,7044.75
Vittasandra,1246.0,2,1,65.4,2,5248.8
Gunjur,1080.0,2,2,41.0,2,3796.3
Varthur,1360.0,2,3,85.0,3,6250.0
Yelenahalli,1260.0,2,2,47.88,2,3800.0
Kengeri Satellite Town,1200.0,3,0,110.0,4,9166.67
Thigalarapalya,1418.0,2,2,104.0,2,7334.27
Other,1200.0,3,1,165.0,3,13750.0
Kasavanhalli,950.0,2,1,39.0,2,4105.26
Nagarbhavi,1020.0,2,2,55.0,2,5392.16
Electronic City Phase II,1400.0,2,2,40.44,3,2888.57
Other,1440.0,4,0,88.0,4,6111.11
KR Puram,1462.5,2,2,62.81,3,4294.7
Electronics City Phase 1,1175.0,2,1,69.0,2,5872.34
Raja Rajeshwari Nagar,1185.0,2,1,40.17,2,3389.87
Other,2250.0,3,1,113.0,3,5022.22
Sarjapur  Road,1178.0,2,2,40.43,2,3432.09
Ulsoor,36000.0,4,2,450.0,4,1250.0
Whitefield,825.0,1,1,44.9,1,5442.42
Other,1250.0,3,2,43.0,3,3440.0
Electronics City Phase 1,1113.12,2,2,55.0,2,4941.07
Other,1718.0,3,3,223.0,3,12980.21
Gottigere,1010.0,2,1,35.0,2,3465.35
Kanakpura Road,900.0,2,1,41.0,2,4555.56
Other,1500.0,4,3,240.0,4,16000.0
Rayasandra,540.0,1,1,16.5,1,3055.56
Electronic City,1020.0,2,2,29.46,2,2888.24
Hosur Road,1194.0,2,1,71.64,2,6000.0
Electronic City,1108.0,2,1,67.15,2,6060.47
Hebbal,3895.0,2,1,451.0,4,11578.95
Kanakpura Road,700.0,2,1,34.99,2,4998.57
Somasundara Palya,1600.0,3,3,68.0,3,4250.0
Nagarbhavi,1850.0,3,2,90.0,3,4864.86
Tumkur Road,1250.0,2,2,33.0,2,2640.0
Ramamurthy Nagar,600.0,1,1,43.0,1,7166.67
Raja Rajeshwari Nagar,1140.0,2,1,49.27,2,4321.93
Other,1200.0,2,2,75.0,3,6250.0
Other,985.0,2,1,55.0,2,5583.76
Bellandur,982.0,2,2,55.0,2,5600.81
9th Phase JP Nagar,600.0,1,0,20.0,1,3333.33
Akshaya Nagar,1314.0,2,2,68.8,2,5235.92
Other,1700.0,2,2,68.5,3,4029.41
1st Phase JP Nagar,1077.0,2,2,93.0,2,8635.1
Chandapura,1891.0,2,2,66.165,4,3498.94
Other,2000.0,4,1,99.0,5,4950.0
Other,1643.0,3,2,75.0,3,4564.82
Kengeri,1200.0,3,1,67.0,3,5583.33
Whitefield,1116.0,2,1,51.91,2,4651.43
Abbigere,1020.0,2,1,41.82,2,4100.0
Other,1740.0,3,2,55.0,3,3160.92
GM Palaya,1225.0,2,2,47.0,2,3836.73
Thanisandra,1241.0,2,1,61.0,3,4915.39
Hennur,1041.0,2,2,40.6,2,3900.1
Bommanahalli,1050.0,2,2,46.0,2,4380.95
Other,4400.0,3,1,901.0,3,20477.27
Kanakpura Road,1309.0,2,3,64.39,2,4919.02
Dodda Nekkundi,1128.0,2,2,45.0,2,3989.36
Raja Rajeshwari Nagar,1430.0,2,1,50.0,3,3496.5
Old Madras Road,1065.0,2,1,47.86,2,4493.9
OMBR Layout,1085.0,2,1,64.0,2,5898.62
Vishveshwarya Layout,750.0,1,1,30.0,1,4000.0
Bellandur,981.0,2,2,37.28,2,3800.2
Bhoganhalli,1548.3,4,1,129.0,4,8331.72
Hebbal Kempapura,2302.0,4,2,300.0,4,13032.15
Kalyan nagar,1410.0,2,2,60.0,3,4255.32
Hosa Road,1525.84,3,1,117.0,3,7667.91
Begur Road,1200.0,2,2,42.6,2,3550.0
Other,1030.0,2,2,80.0,2,7766.99
Other,1852.0,2,2,95.0,3,5129.59
Electronic City,1160.0,2,1,33.5,2,2887.93
Jigani,918.0,2,1,49.0,2,5337.69
Hebbal,1255.0,2,1,90.0,3,7171.31
JP Nagar,1150.0,2,2,49.9,3,4339.13
Indira Nagar,2700.0,3,2,324.0,3,12000.0
Other,1150.0,2,2,69.0,2,6000.0
Whitefield,1227.0,2,2,53.49,2,4359.41
Hebbal,1255.0,3,2,77.68,3,6189.64
Panathur,1198.0,2,1,82.0,2,6844.74
Devarachikkanahalli,1200.0,3,1,160.0,3,13333.33
Other,2600.0,3,1,95.0,4,3653.85
Thigalarapalya,2072.0,4,2,139.0,3,6708.49
Pattandur Agrahara,797.0,2,1,32.0,2,4015.06
Other,1350.0,2,3,68.0,3,5037.04
Sahakara Nagar,2500.0,4,2,200.0,4,8000.0
Thigalarapalya,2215.0,4,2,160.0,3,7223.48
Kanakpura Road,525.0,1,1,30.0,1,5714.29
Bannerghatta Road,2700.0,4,3,260.0,4,9629.63
Other,1500.0,2,1,90.0,3,6000.0
Other,900.0,2,0,55.0,2,6111.11
Poorna Pragna Layout,1355.0,2,3,58.27,3,4300.37
Kudlu Gate,1465.0,2,2,49.81,3,3400.0
Ramamurthy Nagar,1006.0,2,1,57.0,2,5666.0
Vishveshwarya Layout,2000.0,4,1,75.0,4,3750.0
Electronic City,1128.0,2,1,65.7,2,5824.47
Other,850.0,2,0,35.0,2,4117.65
ISRO Layout,1310.0,2,3,68.0,3,5190.84
Banashankari,1390.0,2,2,86.0,2,6187.05
Kathriguppe,1390.0,2,2,76.45,3,5500.0
Marathahalli,2396.0,4,2,325.0,4,13564.27
Electronic City,1170.0,2,1,33.0,2,2820.51
Gottigere,1385.0,2,2,50.0,3,3610.11
Old Madras Road,1160.0,2,1,42.0,2,3620.69
Electronic City Phase II,1160.0,2,1,33.5,2,2887.93
Bannerghatta Road,1200.0,2,2,69.0,3,5750.0
Mahadevpura,1475.0,2,2,55.0,2,3728.81
Sarjapur  Road,1939.0,3,0,98.0,3,5054.15
7th Phase JP Nagar,850.0,2,2,42.0,2,4941.18
Balagere,675.0,1,1,45.0,1,6666.67
Electronic City,1060.0,2,1,51.0,2,4811.32
Whitefield,1235.0,2,2,47.0,2,3805.67
Other,1250.0,2,1,60.0,2,4800.0
Banashankari,1460.0,2,3,70.0,2,4794.52
Akshaya Nagar,1690.0,3,2,85.0,3,5029.59
Indira Nagar,850.0,1,2,57.0,1,6705.88
Kanakpura Road,1843.0,3,2,82.0,3,4449.27
7th Phase JP Nagar,1680.0,3,2,117.0,3,6964.29
Kundalahalli,1047.0,2,1,84.0,2,8022.92
8th Phase JP Nagar,1100.0,2,2,35.0,2,3181.82
Indira Nagar,3250.0,8,1,600.0,8,18461.54
Nagarbhavi,1120.0,2,3,53.0,2,4732.14
Raja Rajeshwari Nagar,1095.0,2,2,38.33,2,3500.46
Other,970.0,2,2,35.0,2,3608.25
Hosa Road,1100.0,2,3,85.0,3,7727.27
Uttarahalli,1685.0,3,2,85.0,3,5044.51
Other,1148.0,2,1,59.0,2,5139.37
Marathahalli,1050.0,2,1,65.0,2,6190.48
Bannerghatta Road,1465.0,2,1,76.0,3,5187.71
Kothanur,3401.0,5,2,230.0,4,6762.72
Electronic City,630.0,1,1,60.0,1,9523.81
7th Phase JP Nagar,1850.0,3,1,150.0,3,8108.11
Other,1750.0,2,1,225.0,4,12857.14
Other,1350.0,3,1,60.0,3,4444.44
Sector 7 HSR Layout,1760.0,3,2,160.0,3,9090.91
Rajaji Nagar,1440.0,2,2,185.0,2,12847.22
Banashankari Stage III,1200.0,2,0,42.0,2,3500.0
Other,1100.0,2,1,78.0,2,7090.91
Kaggadasapura,1140.0,2,2,46.0,2,4035.09
Hormavu,1617.5,3,0,73.595,3,4549.92
Gottigere,1410.0,2,2,45.0,2,3191.49
Mahadevpura,1434.0,2,1,67.39,3,4699.44
Other,1180.0,2,2,74.0,2,6271.19
Begur Road,1160.0,2,2,42.0,2,3620.69
EPIP Zone,1343.0,2,2,86.0,2,6403.57
LB Shastri Nagar,1184.0,2,1,69.0,2,5827.7
Koramangala,2246.0,3,0,300.0,3,13357.08
Other,4510.0,4,3,200.0,3,4434.59
Banashankari Stage III,1305.0,2,1,59.0,3,4521.07
Sarjapur  Road,3785.0,5,2,280.0,4,7397.62
Other,1540.0,3,2,85.0,3,5519.48
Kanakpura Road,1550.0,3,3,65.11,3,4200.65
Yelahanka,1345.0,2,1,57.0,3,4237.92
Electronic City Phase II,975.0,2,2,45.0,3,4615.38
HSR Layout,1140.0,2,2,46.0,2,4035.09
JP Nagar,1152.0,2,1,34.56,2,3000.0
Old Airport Road,3200.0,4,2,700.0,4,21875.0
Other,1033.0,2,2,31.5,3,3049.37
Other,1800.0,3,0,230.0,3,12777.78
Marathahalli,1102.0,2,2,53.67,2,4870.24
Subramanyapura,1223.0,2,2,42.81,3,3500.41
Kadugodi,1762.0,3,3,112.0,3,6356.41
KR Puram,2000.0,6,0,85.0,6,4250.0
Electronic City,1410.0,2,2,38.0,3,2695.04
Thanisandra,1853.0,3,1,64.86,3,3500.27
Kothanur,1455.0,2,2,69.0,2,4742.27
Hebbal,1138.0,2,1,110.0,2,9666.08
Sarjapur  Road,2556.0,3,2,169.0,3,6611.89
TC Palaya,1200.0,2,0,66.5,3,5541.67
Other,1200.0,2,2,37.0,2,3083.33
Anekal,1200.0,1,1,36.0,2,3000.0
Whitefield,1870.0,3,2,138.0,3,7379.68
Panathur,1199.0,2,1,86.0,2,7172.64
Doddakallasandra,1360.0,2,2,54.4,3,4000.0
Babusapalaya,1230.0,3,3,53.0,3,4308.94
Other,2000.0,3,2,120.0,3,6000.0
Kasturi Nagar,1200.0,4,2,250.0,4,20833.33
Kundalahalli,1047.0,2,1,83.0,2,7927.41
Electronic City Phase II,6000.0,4,2,260.0,4,4333.33
Ramamurthy Nagar,1200.0,2,1,76.0,2,6333.33
Kengeri Satellite Town,1302.5,2,0,44.285,2,3400.0
Kengeri,725.0,2,1,30.0,2,4137.93
Jakkur,1645.0,3,1,100.0,3,6079.03
Sultan Palaya,870.0,2,1,65.0,2,7471.26
Marathahalli,1026.0,2,1,49.95,2,4868.42
Other,2000.0,3,1,145.0,3,7250.0
Cooke Town,1710.0,2,2,200.0,2,11695.91
Hosur Road,1766.0,3,1,130.0,3,7361.27
Other,500.0,1,1,15.0,1,3000.0
JP Nagar,1100.0,1,1,15.0,2,1363.64
Jigani,1221.0,3,3,52.0,3,4258.8
Rachenahalli,680.0,1,1,46.0,1,6764.71
Sarjapur  Road,1278.0,2,2,90.0,2,7042.25
Kodichikkanahalli,1025.0,2,2,66.0,2,6439.02
Whitefield,1175.0,2,1,39.0,2,3319.15
Sarjapur  Road,975.0,2,0,28.275,2,2900.0
6th Phase JP Nagar,600.0,1,1,75.0,1,12500.0
Other,850.0,2,1,42.0,2,4941.18
Anjanapura,710.0,2,0,25.0,2,3521.13
Other,1165.0,2,1,33.64,2,2887.55
Sarjapur,625.0,1,1,19.0,1,3040.0
Kaggadasapura,1340.0,3,1,66.0,3,4925.37
Ananth Nagar,937.0,2,1,35.0,2,3735.33
JP Nagar,750.0,1,1,52.5,1,7000.0
Shampura,1475.0,3,3,78.0,3,5288.14
Other,2230.0,4,1,130.0,4,5829.6
Other,2200.0,5,1,100.0,4,4545.45
Mysore Road,900.0,2,0,65.0,2,7222.22
Electronic City Phase II,1116.0,2,2,37.0,2,3315.41
Hoodi,948.0,2,1,75.0,2,7911.39
R.T. Nagar,970.0,2,1,55.0,2,5670.1
Other,1519.0,3,2,67.23,3,4425.94
Thanisandra,1200.0,2,1,65.0,3,5416.67
Bhoganhalli,1760.0,3,2,127.0,3,7215.91
Whitefield,4400.0,5,3,525.0,4,11931.82
Sahakara Nagar,1914.0,3,3,179.0,3,9352.14
Budigere,1820.0,3,2,85.5,3,4697.8
Budigere,1820.0,3,2,93.0,3,5109.89
Kalena Agrahara,1565.0,3,2,78.0,3,4984.03
Begur Road,1334.0,2,3,42.69,2,3200.15
Sarakki Nagar,924.0,2,2,76.23,2,8250.0
Jigani,914.0,2,2,49.0,2,5361.05
Kengeri,500.0,1,1,17.0,1,3400.0
Yelahanka,2145.0,3,3,125.0,3,5827.51
Electronic City,1650.0,3,2,100.0,3,6060.61
Marathahalli,3940.0,4,3,220.0,4,5583.76
Electronic City,1020.0,2,1,29.45,2,2887.25
Basaveshwara Nagar,1180.0,2,3,58.0,2,4915.25
Ulsoor,1255.0,2,3,120.0,2,9561.75
Bommasandra,1014.0,2,1,35.0,2,3451.68
Attibele,695.0,1,1,25.0,2,3597.12
Prithvi Layout,2273.0,4,3,220.0,3,9678.84
GM Palaya,1140.0,2,2,48.95,2,4293.86
Giri Nagar,3000.0,4,1,375.0,6,12500.0
Whitefield,1180.0,2,2,41.0,2,3474.58
Begur Road,2400.0,4,2,152.0,4,6333.33
Attibele,850.0,1,1,25.0,2,2941.18
Banashankari,1200.0,2,1,60.0,2,5000.0
Other,3160.0,4,3,206.0,4,6518.99
Hoodi,1769.0,3,3,96.87,3,5475.98
Bhoganhalli,1554.3,4,1,131.0,4,8428.23
Haralur Road,1243.0,2,2,46.0,2,3700.72
Other,4920.0,5,2,1150.0,4,23373.98
Mallasandra,905.0,2,1,40.0,2,4419.89
Kothanur,627.0,1,1,30.0,1,4784.69
Domlur,2180.0,3,2,285.0,3,13073.39
Frazer Town,2400.0,3,2,260.0,3,10833.33
Marathahalli,1435.0,3,1,73.0,3,5087.11
Kodihalli,1620.0,3,2,130.0,3,8024.69
Whitefield,1862.0,3,2,125.0,3,6713.21
Kaikondrahalli,674.0,1,1,19.9,2,2952.52
Marathahalli,1220.0,2,1,59.0,2,4836.07
Haralur Road,1027.0,2,2,44.0,2,4284.32
Electronic City,1025.0,2,1,49.0,2,4780.49
Thanisandra,1430.0,2,3,54.5,3,3811.19
Panathur,1235.0,2,3,65.0,2,5263.16
Electronics City Phase 1,1291.0,2,3,32.0,3,2478.7
Kanakpura Road,1498.0,3,2,95.0,3,6341.79
Sarjapur  Road,2180.0,3,2,240.0,3,11009.17
Electronic City,1000.0,2,1,29.7,2,2970.0
Other,922.0,2,1,70.0,2,7592.19
Other,850.0,2,1,72.0,2,8470.59
AECS Layout,1123.0,2,2,64.0,2,5699.02
Raja Rajeshwari Nagar,1235.0,2,1,75.0,2,6072.87
Kogilu,1250.0,2,1,55.55,2,4444.0
Whitefield,2403.0,5,2,360.0,4,14981.27
Sarjapur  Road,984.0,2,1,45.91,2,4665.65
Sarjapur  Road,1305.0,2,1,99.0,2,7586.21
Other,1200.0,1,0,65.0,2,5416.67
Hebbal,2790.0,5,3,204.0,4,7311.83
Old Madras Road,2010.0,3,2,125.0,4,6218.91
Electronics City Phase 1,995.0,2,0,42.0,2,4221.11
Varthur Road,1277.0,2,2,59.0,2,4620.2
7th Phase JP Nagar,1236.0,2,2,61.33,2,4961.97
Akshaya Nagar,1265.0,2,3,67.0,2,5296.44
Kanakpura Road,525.0,2,2,27.0,1,5142.86
Gubbalala,2570.0,4,2,141.0,5,5486.38
Hennur Road,2400.0,5,3,390.0,4,16250.0
Other,1442.0,3,2,56.24,3,3900.14
Ardendale,1224.0,2,2,70.0,2,5718.95
Bellandur,1205.0,2,1,59.0,2,4896.27
Other,1233.0,2,3,100.0,2,8110.3
5th Block Hbr Layout,1312.0,2,3,69.0,2,5259.15
Electronic City,1449.0,3,2,90.0,3,6211.18
Yelenahalli,1090.0,2,1,54.0,2,4954.13
Kaggadasapura,2100.0,5,0,150.0,5,7142.86
Uttarahalli,1390.0,2,3,62.55,3,4500.0
JP Nagar,1200.0,2,3,78.0,2,6500.0
BTM 2nd Stage,1000.0,2,2,58.0,2,5800.0
Devanahalli,2400.0,5,2,190.0,4,7916.67
Thanisandra,1732.0,3,1,85.73,3,4949.77
Banashankari,1290.0,2,2,80.0,2,6201.55
Other,1840.0,3,3,85.0,3,4619.57
Thanisandra,1917.0,4,2,100.0,3,5216.48
Other,1100.0,2,2,57.0,2,5181.82
Kudlu,1455.0,2,3,60.0,3,4123.71
Old Airport Road,2774.0,4,3,208.0,4,7498.2
Devarachikkanahalli,1425.0,2,2,65.0,3,4561.4
Whitefield,1655.0,3,1,113.0,3,6827.79
Haralur Road,2805.0,5,3,160.0,4,5704.1
Other,1040.0,2,1,46.79,2,4499.04
Akshaya Nagar,1126.0,2,1,55.0,2,4884.55
Hebbal,1250.0,2,1,55.55,2,4444.0
Yelahanka,1800.0,4,2,180.0,4,10000.0
Other,1200.0,2,0,53.0,2,4416.67
Other,2050.0,3,1,100.0,4,4878.05
Whitefield,530.0,1,1,29.44,1,5554.72
Sarjapur,2585.5,4,0,139.5,4,5395.47
Kambipura,883.0,2,1,37.0,2,4190.26
Uttarahalli,1490.0,2,2,59.6,3,4000.0
Ramagondanahalli,1295.0,2,2,95.0,2,7335.91
Sompura,1275.0,3,1,59.0,3,4627.45
Other,800.0,2,2,30.0,2,3750.0
Devanahalli,1200.0,1,0,95.0,1,7916.67
Bellandur,1063.0,2,1,58.0,2,5456.26
Balagere,656.0,1,1,43.0,1,6554.88
Other,1125.0,2,2,36.0,2,3200.0
Marathahalli,881.0,2,1,48.06,2,5455.16
Bisuvanahalli,700.0,1,1,32.0,2,4571.43
Other,1936.0,3,0,110.0,3,5681.82
Hosa Road,1680.0,3,1,101.0,3,6011.9
Rayasandra,1253.0,2,2,57.0,2,4549.08
Rajaji Nagar,1640.0,3,3,230.0,3,14024.39
Mysore Road,1082.0,3,2,50.0,3,4621.07
Electronic City,1065.0,2,1,30.75,2,2887.32
Iblur Village,2100.0,4,2,145.0,3,6904.76
Electronic City,1070.0,2,1,58.0,2,5420.56
Raja Rajeshwari Nagar,1280.0,3,2,57.6,3,4500.0
Electronic City Phase II,1125.0,2,1,29.25,2,2600.0
Sarjapur  Road,1755.0,3,2,122.0,3,6951.57
Electronic City,1210.0,2,1,54.0,2,4462.81
Talaghattapura,951.0,2,2,30.43,2,3199.79
Electronic City,1500.0,2,1,75.0,3,5000.0
Other,1652.5,3,2,90.0,3,5446.29
Yeshwanthpur,1381.0,2,2,76.18,3,5516.29
Whitefield,1085.0,2,1,57.0,2,5253.46
Whitefield,905.0,1,1,50.0,1,5524.86
Hennur Road,1685.0,3,2,95.0,3,5637.98
Somasundara Palya,1200.0,2,2,75.0,2,6250.0
Anandapura,1151.0,2,1,42.9,2,3727.19
Brookefield,3532.0,3,3,170.0,4,4813.14
Kanakpura Road,1665.0,3,2,86.91,3,5219.82
Kengeri Satellite Town,800.0,2,1,40.0,2,5000.0
Chamrajpet,1050.0,2,1,162.0,2,15428.57
Rajiv Nagar,1030.0,2,2,46.5,2,4514.56
Hoodi,1257.0,2,1,71.03,2,5650.76
Whitefield,1600.0,3,2,82.0,3,5125.0
Choodasandra,1465.0,3,3,75.0,3,5119.45
Jakkur,1650.0,3,2,111.0,3,6727.27
Haralur Road,1243.0,2,2,46.0,2,3700.72
Yelahanka New Town,680.0,1,1,80.0,2,11764.71
Whitefield,1230.0,4,2,80.0,4,6504.07
Koramangala,1300.0,2,2,82.0,2,6307.69
KR Puram,1000.0,2,1,44.5,2,4450.0
Mahadevpura,1146.0,2,1,53.8,2,4694.59
Indira Nagar,2601.0,4,2,312.0,3,11995.39
Other,2159.0,3,2,110.0,3,5094.95
Whitefield,1255.0,2,2,40.0,2,3187.25
Hebbal Kempapura,1130.0,2,2,60.0,2,5309.73
Padmanabhanagar,1200.0,2,1,60.0,2,5000.0
Sarjapur  Road,1040.0,2,1,37.0,2,3557.69
Uttarahalli,1180.0,2,1,41.3,2,3500.0
KR Puram,1200.0,2,3,47.0,2,3916.67
Sarjapur  Road,1374.0,3,2,51.0,3,3711.79
Vidyaranyapura,4700.0,10,3,130.0,9,2765.96
Whitefield,630.5,1,0,32.15,1,5099.13
Other,2400.0,2,0,480.0,3,20000.0
Haralur Road,1027.0,2,2,44.0,2,4284.32
Jalahalli,2384.0,4,2,165.0,3,6921.14
Electronic City,1033.0,2,2,28.41,3,2750.24
Yelahanka,1200.0,2,1,54.0,2,4500.0
Haralur Road,2017.0,3,2,105.0,3,5205.75
Other,1500.0,3,2,138.0,3,9200.0
Other,700.0,2,0,43.0,2,6142.86
Kanakpura Road,1495.0,2,2,52.33,3,3500.33
Kothanur,1302.0,2,1,68.5,2,5261.14
Whitefield,905.0,1,1,52.0,1,5745.86
Raja Rajeshwari Nagar,1303.0,2,1,55.79,2,4281.66
Electronics City Phase 1,1350.0,3,0,71.0,3,5259.26
Gottigere,1380.0,2,2,95.0,3,6884.06
Harlur,1620.0,3,1,110.0,3,6790.12
Chandapura,4800.0,4,3,250.0,4,5208.33
Sarjapur  Road,1000.0,2,1,38.5,2,3850.0
Thanisandra,1250.0,1,1,54.0,2,4320.0
Other,1750.0,3,3,170.0,3,9714.29
Anekal,997.0,3,2,55.0,3,5516.55
Kothanur,1760.0,3,2,111.0,3,6306.82
Yelahanka,1322.0,2,2,75.0,2,5673.22
Other,1365.0,3,0,99.0,3,7252.75
Sahakara Nagar,1500.0,3,2,125.0,3,8333.33
Kaggadasapura,1256.0,2,2,50.0,3,3980.89
Brookefield,941.0,2,2,48.0,2,5100.96
Devanahalli,5000.0,4,3,465.0,4,9300.0
Kanakpura Road,1665.0,3,2,86.58,3,5200.0
Hennur Road,1414.0,2,2,84.18,2,5953.32
Chikkalasandra,1270.0,2,3,55.25,3,4350.39
Kengeri Satellite Town,4100.0,3,0,300.0,4,7317.07
Other,1800.0,3,2,105.0,6,5833.33
Other,850.0,2,0,35.0,2,4117.65
Kanakpura Road,712.0,1,1,38.44,1,5398.88
Rajaji Nagar,2648.0,5,0,251.5,4,9497.73
Other,900.0,4,2,180.0,3,20000.0
TC Palaya,900.0,2,0,55.0,2,6111.11
Hebbal,1200.0,2,1,49.0,2,4083.33
Kengeri Satellite Town,654.0,1,1,22.0,1,3363.91
Other,708.0,1,1,55.0,2,7768.36
Other,1680.0,3,3,135.0,3,8035.71
Other,990.0,2,2,58.0,2,5858.59
Uttarahalli,1380.0,2,1,42.0,2,3043.48
Hebbal,1088.0,2,2,62.0,2,5698.53
Harlur,1414.0,3,2,77.5,3,5480.91
Other,1240.0,2,1,100.0,2,8064.52
Other,1810.0,3,3,118.0,3,6519.34
Other,2005.0,3,2,240.0,3,11970.07
Kothanur,1185.0,2,2,58.0,2,4894.51
Whitefield,1200.0,3,2,57.15,3,4762.5
Electronic City,1070.0,2,1,52.0,2,4859.81
Other,1265.0,2,1,58.0,2,4584.98
Sahakara Nagar,1100.0,2,1,55.0,2,5000.0
Other,1035.0,2,2,44.0,2,4251.21
Sonnenahalli,614.5,1,0,30.715,1,4998.37
Other,1000.0,2,1,97.0,2,9700.0
Hegde Nagar,1179.0,2,2,49.35,2,4185.75
Vittasandra,1650.0,3,1,84.0,3,5090.91
Other,2800.0,4,3,100.0,6,3571.43
Other,3500.0,6,2,120.0,8,3428.57
Other,1430.0,3,1,78.65,3,5500.0
Marathahalli,1130.0,2,2,58.0,3,5132.74
JP Nagar,1850.0,2,2,110.0,3,5945.95
Hennur,1340.0,3,2,54.24,3,4047.76
Sarjapur  Road,4334.0,2,2,338.0,4,7798.8
Other,600.0,2,0,30.0,2,5000.0
Channasandra,1160.0,2,1,55.0,2,4741.38
Other,1200.0,2,1,45.0,1,3750.0
Other,1116.0,2,1,37.6,2,3369.18
Sarakki Nagar,2663.0,4,1,338.0,3,12692.45
Other,1090.0,2,2,45.0,2,4128.44
JP Nagar,1100.0,2,1,45.0,2,4090.91
Kammasandra,1365.0,2,1,34.13,3,2500.37
Vijayanagar,1484.0,3,2,79.19,3,5336.25
Green Glen Layout,1630.0,3,2,68.0,3,4171.78
Whitefield,1451.0,2,2,52.43,3,3613.37
Kanakpura Road,1330.0,2,1,107.0,2,8045.11
Thanisandra,2127.0,3,2,135.0,3,6346.97
Other,1260.0,4,2,65.0,4,5158.73
Sarjapur  Road,1173.0,2,2,45.75,3,3900.26
Electronics City Phase 1,1445.0,2,1,56.0,3,3875.43
Other,2250.0,4,1,400.0,4,17777.78
Bannerghatta Road,1500.0,4,2,239.0,3,15933.33
Thanisandra,2336.5,3,0,115.89,3,4959.98
JP Nagar,1197.0,2,1,47.88,2,4000.0
2nd Stage Nagarbhavi,1200.0,4,1,225.0,4,18750.0
Kanakpura Road,1450.0,3,3,62.4,3,4303.45
Whitefield,1187.0,2,1,37.85,2,3188.71
Other,4000.0,6,3,850.0,6,21250.0
Channasandra,1050.0,2,2,41.0,2,3904.76
Panathur,1370.0,2,2,54.8,3,4000.0
Yelahanka,1036.0,2,2,39.37,2,3800.19
JP Nagar,1275.0,3,2,41.2,3,3231.37
Old Madras Road,2010.0,3,2,115.0,4,5721.39
Thigalarapalya,1418.0,2,2,106.0,2,7475.32
Thanisandra,1265.0,2,2,46.6,2,3683.79
Anandapura,1576.0,3,2,58.0,3,3680.2
Dodda Nekkundi,1148.0,2,1,56.0,2,4878.05
Other,1000.0,2,1,36.0,2,3600.0
Kudlu,1293.0,2,2,85.0,3,6573.86
TC Palaya,1200.0,2,0,66.0,3,5500.0
Munnekollal,1210.0,2,3,75.0,2,6198.35
HSR Layout,1126.0,2,1,69.0,2,6127.89
Sarakki Nagar,1840.0,4,1,175.0,3,9510.87
Vidyaranyapura,1440.0,2,0,70.0,3,4861.11
Ramamurthy Nagar,1300.0,2,2,52.0,3,4000.0
Thanisandra,1276.0,2,2,75.0,2,5877.74
Whitefield,1216.0,2,1,83.0,2,6825.66
Other,840.0,1,0,75.0,1,8928.57
Sompura,1126.0,2,2,39.0,2,3463.59
Raja Rajeshwari Nagar,1162.0,2,0,65.0,2,5593.8
Whitefield,1301.0,2,2,65.0,2,4996.16
Devanahalli,658.0,1,1,34.0,1,5167.17
Sahakara Nagar,1350.0,3,1,250.0,3,18518.52
Whitefield,2500.0,3,2,280.0,3,11200.0
Chandapura,1208.51,3,2,42.0,3,3475.35
Raja Rajeshwari Nagar,1133.0,2,2,38.41,2,3390.11
Other,1760.0,2,1,116.0,3,6590.91
Bisuvanahalli,1075.0,2,1,52.0,3,4837.21
Sarjapur,940.0,2,1,25.38,2,2700.0
Badavala Nagar,1145.0,2,2,57.0,2,4978.17
Bannerghatta Road,1302.5,2,0,67.73,2,5200.0
